Symbol,Sector,Industry
NODK,Finance,Property-Casualty Insurers
NOG,Energy,Oil & Gas Production
NOK,Technology,Radio And Television Broadcasting And Communications Equipment
NOMD,Consumer Staples,Packaged Foods
NOTE,Real Estate,Real Estate
NOV,Consumer Discretionary,Oil and Gas Field Machinery
NOVT,Miscellaneous,Industrial Machinery/Components
NOW,Technology,Computer Software: Prepackaged Software
NP,Finance,Specialty Insurers
NPB,Finance,Major Banks
NPCE,Health Care,Medical/Dental Instruments
NPK,Industrials,Ordnance And Accessories
NPKI,Consumer Discretionary,Oil and Gas Field Machinery
NPO,Industrials,Metal Fabrications
NPWR,Energy,Industrial Machinery/Components
NRC,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NRDS,Technology,EDP Services
NRDY,Real Estate,Other Consumer Services
NREF,Real Estate,Real Estate Investment Trusts
NRG,Utilities,Electric Utilities: Central
NRGV,Miscellaneous,Industrial Machinery/Components
NRIM,Finance,Savings Institutions
NRIX,Health Care,Biotechnology: Pharmaceutical Preparations
NRP,Energy,Coal Mining
NRXP,Health Care,Biotechnology: Pharmaceutical Preparations
NSA,Real Estate,Real Estate Investment Trusts
NSC,Industrials,Railroads
NSIT,Consumer Discretionary,Catalog/Specialty Distribution
NSP,Consumer Discretionary,Professional Services
NSPR,Health Care,Medical/Dental Instruments
NSRX,Health Care,Biotechnology: Pharmaceutical Preparations
NSSC,Telecommunications,Telecommunications Equipment
NSTS,Finance,Savings Institutions
NTAP,Technology,Electronic Components
NTB,Finance,Commercial Banks
NTCT,Technology,EDP Services
NTES,Technology,Computer Software: Prepackaged Software
NTGR,Utilities,Telecommunications Equipment
NTHI,Health Care,Biotechnology: Pharmaceutical Preparations
NTIC,Industrials,Industrial Specialties
NTLA,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NTNX,Technology,Computer Software: Prepackaged Software
NTR,Industrials,Agricultural Chemicals
NTRA,Health Care,Medical Specialities
NTRB,Health Care,Industrial Specialties
NTRS,Finance,Major Banks
NTRSO,Finance,Major Banks
NTSK,Technology,Computer Software: Prepackaged Software
NTST,Real Estate,Real Estate Investment Trusts
NTWK,Technology,Computer Software: Prepackaged Software
NU,Finance,Finance: Consumer Services
NUE,Industrials,Steel/Iron Ore
NUKK,Consumer Discretionary,Professional Services
NUS,Health Care,Other Pharmaceuticals
NUTR,Consumer Discretionary,Transportation Services
NUTX,Real Estate,Real Estate
NUVB,Health Care,Biotechnology: Pharmaceutical Preparations
NUVL,Health Care,Biotechnology: Pharmaceutical Preparations
NVA,Basic Materials,Precious Metals
NVAWW,Basic Materials,Precious Metals
NVAX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NVCR,Health Care,Medical/Dental Instruments
NVCT,Health Care,Biotechnology: Pharmaceutical Preparations
NVDA,Technology,Semiconductors
NVEC,Technology,Semiconductors
NVFY,Consumer Discretionary,Home Furnishings
NVGS,Consumer Discretionary,Marine Transportation
NVMI,Technology,Electronic Components
NVO,Health Care,Biotechnology: Pharmaceutical Preparations
NVR,Consumer Discretionary,Homebuilding
NVRI,Miscellaneous,Diversified Commercial Services
NVS,Health Care,Biotechnology: Pharmaceutical Preparations
NVST,Health Care,Medical/Dental Instruments
NVT,Industrials,Industrial Machinery/Components
NVTS,Technology,Semiconductors
NVX,Miscellaneous,Industrial Machinery/Components
NWBI,Finance,Major Banks
NWE,Utilities,Power Generation
NWFL,Finance,Major Banks
NWG,Finance,Commercial Banks
NWL,Industrials,Plastic Products
NWN,Utilities,Oil/Gas Transmission
NWPX,Industrials,Steel/Iron Ore
NWS,Consumer Discretionary,Newspapers/Magazines
NWSA,Consumer Discretionary,Newspapers/Magazines
NX,Industrials,Metal Fabrications
NXC,Finance,Investment Managers
NXDR,Technology,Computer Software: Programming Data Processing
NXDT,Real Estate,Real Estate Investment Trusts
NXE,Basic Materials,Other Metals and Minerals
NXP,Finance,Trusts Except Educational Religious and Charitable
NXPI,Technology,Semiconductors
NXRT,Real Estate,Real Estate Investment Trusts
NXST,Industrials,Broadcasting
NXT,Industrials,Industrial Machinery/Components
NXTT,Technology,EDP Services
NXXT,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
NYAX,Technology,Computer Software: Prepackaged Software
NYT,Consumer Discretionary,Newspapers/Magazines
NYXH,Health Care,Medical/Dental Instruments
O,Real Estate,Real Estate Investment Trusts
OABI,Health Care,Biotechnology: Commercial Physical & Biological Resarch
OBDC,Finance,Diversified Financial Services
OBE,Energy,Oil & Gas Production
OBIO,Health Care, Medicinal Chemicals and Botanical Products 
OBK,Finance,Major Banks
OBT,Finance,Major Banks
OC,Industrials,Industrial Machinery/Components
OCC,Industrials,Telecommunications Equipment
OCCI,Finance,Trusts Except Educational Religious and Charitable
OCCIN,Finance,Trusts Except Educational Religious and Charitable
OCCIO,Finance,Trusts Except Educational Religious and Charitable
OCFC,Finance,Major Banks
OCFT,Technology,Computer Software: Programming Data Processing
OCG,Consumer Discretionary,Other Consumer Services
OCGN,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OCS,Health Care,Biotechnology: Pharmaceutical Preparations
OCSAW,Health Care,Biotechnology: Pharmaceutical Preparations
OCSL,Finance,Finance: Consumer Services
OCUL,Health Care,Biotechnology: Pharmaceutical Preparations
ODC,Consumer Discretionary,Miscellaneous manufacturing industries
ODD,Consumer Discretionary,Package Goods/Cosmetics
ODFL,Industrials,Trucking Freight/Courier Services
ODP,Consumer Discretionary,Other Specialty Stores
ODV,Basic Materials,Precious Metals
ODYS,Technology,Electronic Components
OEC,Industrials,Major Chemicals
OFG,Finance,Major Banks
OFIX,Health Care,Medical/Dental Instruments
OFLX,Industrials,Industrial Specialties
OFS,Finance,Finance/Investors Services
OGE,Utilities,Electric Utilities: Central
OGI,Health Care,Biotechnology: Pharmaceutical Preparations
OGN,Health Care,Biotechnology: Pharmaceutical Preparations
OGS,Utilities,Oil/Gas Transmission
OHI,Real Estate,Real Estate Investment Trusts
OI,Consumer Discretionary,Containers/Packaging
OIA,Finance,Finance Companies
OII,Energy,Oilfield Services/Equipment
OIS,Consumer Discretionary,Oil and Gas Field Machinery
OKE,Utilities,Oil & Gas Production
OKLO,Utilities,Electric Utilities: Central
OKTA,Technology,Computer Software: Prepackaged Software
OKYO,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OLED,Technology,Electrical Products
OLLI,Consumer Discretionary,Department/Specialty Retail Stores
OLMA,Health Care,Biotechnology: Pharmaceutical Preparations
OLN,Industrials,Major Chemicals
OLP,Real Estate,Real Estate Investment Trusts
OLPX,Consumer Discretionary,Package Goods/Cosmetics
OM,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
OMAB,Consumer Discretionary,Aerospace
OMC,Consumer Discretionary,Advertising
OMCL,Technology,Computer Manufacturing
OMDA,Health Care,Medical/Nursing Services
OMER,Health Care,Biotechnology: Pharmaceutical Preparations
OMEX,Consumer Discretionary,Marine Transportation
OMF,Finance,Finance: Consumer Services
OMI,Health Care,Medical Specialities
OMSE,Consumer Discretionary,Oil and Gas Field Machinery
ON,Technology,Semiconductors
ONB,Finance,Major Banks
ONBPO,Finance,Major Banks
ONBPP,Finance,Major Banks
ONC,Health Care,Biotechnology: Pharmaceutical Preparations
ONCY,Health Care,Biotechnology: Pharmaceutical Preparations
ONDS,Technology,Radio And Television Broadcasting And Communications Equipment
ONEG,Consumer Discretionary,Homebuilding
ONEW,Consumer Discretionary,Auto & Home Supply Stores
ONIT,Finance,Finance: Consumer Services
ONL,Real Estate,Real Estate Investment Trusts
ONMD,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ONON,Consumer Discretionary,Shoe Manufacturing
ONTF,Technology,Computer Software: Prepackaged Software
ONTO,Industrials,Industrial Machinery/Components
OOMA,Technology,EDP Services
OPAD,Finance,Real Estate
OPAL,Utilities,Natural Gas Distribution
OPBK,Finance,Major Banks
OPCH,Health Care,Medical/Nursing Services
OPEN,Finance,Real Estate
OPFI,Finance,Finance: Consumer Services
OPK,Health Care,Biotechnology: Pharmaceutical Preparations
OPRA,Technology,Computer Software: Prepackaged Software
OPRT,Finance,Finance: Consumer Services
OPRX,Real Estate,Real Estate
OPTT,Utilities,Electric Utilities: Central
OPTX,Technology,Electronic Components
OPXS,Technology,Electronic Components
OPY,Finance,Investment Bankers/Brokers/Service
OR,Basic Materials,Precious Metals
ORA,Utilities,Electric Utilities: Central
ORC,Real Estate,Real Estate Investment Trusts
ORCL,Technology,Computer Software: Prepackaged Software
ORGN,Industrials,Major Chemicals
ORGO,Health Care,Biotechnology: Pharmaceutical Preparations
ORI,Finance,Property-Casualty Insurers
ORIC,Health Care,Biotechnology: Pharmaceutical Preparations
ORKA,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ORLA,Basic Materials,Precious Metals
ORLY,Consumer Discretionary,Auto & Home Supply Stores
ORMP,Health Care,Biotechnology: Pharmaceutical Preparations
ORN,Industrials,Military/Government/Technical
ORRF,Finance,Major Banks
OS,Technology,Computer Software: Prepackaged Software
OSBC,Finance,Major Banks
OSCR,Health Care,Medical Specialities
OSIS,Technology,Semiconductors
OSK,Industrials,Auto Manufacturing
OSPN,Technology,EDP Services
OSS,Technology,Computer Manufacturing
OSTX,Health Care,Biotechnology: Pharmaceutical Preparations
OSUR,Health Care,Medical/Dental Instruments
OSW,Consumer Discretionary,Hotels/Resorts
OTEX,Technology,EDP Services
OTIS,Technology,Consumer Electronics/Appliances
OTLK,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OTLY,Consumer Staples,Packaged Foods
OTTR,Utilities,Electric Utilities: Central
OUST,Industrials,Industrial Machinery/Components
OUT,Real Estate,Real Estate Investment Trusts
OVBC,Finance,Major Banks
OVID,Health Care,Biotechnology: Pharmaceutical Preparations
OVLY,Finance,Major Banks
OVV,Energy,Oil & Gas Production
OWL,Finance,Investment Managers
OWLT,Industrials,Industrial Machinery/Components
OXLC,Finance,Investment Managers
OXLCL,Finance,Finance Companies
OXLCN,Finance,Investment Managers
OXLCO,Finance,Investment Managers
OXLCP,Finance,Investment Managers
OXLCZ,Finance,Finance Companies
OXM,Industrials,Garments and Clothing
OXSQ,Finance,Blank Checks
OXSQG,Consumer Discretionary,Other Consumer Services
OXY,Energy,Oil & Gas Production
OZ,Real Estate,Real Estate Investment Trusts
OZK,Finance,Major Banks
OZKAP,Finance,Major Banks
PAA,Energy,Natural Gas Distribution
PAAS,Basic Materials,Precious Metals
PAC,Consumer Discretionary,Aerospace
PACB,Industrials,Biotechnology: Laboratory Analytical Instruments
PACK,Consumer Discretionary,Containers/Packaging
PACS,Health Care,Hospital/Nursing Management
PAG,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
PAGP,Energy,Natural Gas Distribution
PAGS,Technology,EDP Services
PAHC,Health Care,Biotechnology: Pharmaceutical Preparations
PAL,Consumer Discretionary,Transportation Services
PAM,Utilities,Electric Utilities: Central
PAMT,Industrials,Trucking Freight/Courier Services
PANL,Consumer Discretionary,Marine Transportation
PANW,Technology,Computer peripheral equipment
PAR,Miscellaneous,Office Equipment/Supplies/Services
PARR,Energy,Oil & Gas Production
PATH,Technology,Computer Software: Prepackaged Software
PATK,Consumer Discretionary,Auto Parts:O.E.M.
PAVS,Health Care, Medicinal Chemicals and Botanical Products 
PAX,Finance,Investment Managers
PAY,Real Estate,Real Estate
PAYC,Technology,Computer Software: Prepackaged Software
PAYO,Real Estate,Real Estate
PAYS,Technology,EDP Services
PAYX,Industrials,Diversified Commercial Services
PB,Finance,Major Banks
PBA,Energy,Oil & Gas Production
PBF,Energy,Integrated oil Companies
PBFS,Finance,Banks
PBH,Health Care,Biotechnology: Pharmaceutical Preparations
PBHC,Finance,Major Banks
PBI,Miscellaneous,Office Equipment/Supplies/Services
PBPB,Consumer Discretionary,Restaurants
PBR,Energy,Oil & Gas Production
PBT,Energy,Oil & Gas Production
PBYI,Health Care,Biotechnology: Pharmaceutical Preparations
PCAR,Consumer Discretionary,Motor Vehicles
PCB,Finance,Major Banks
PCG,Utilities,Power Generation
PCH,Real Estate,Real Estate Investment Trusts
PCOR,Technology,Computer Software: Prepackaged Software
PCRX,Health Care,Biotechnology: Pharmaceutical Preparations
PCT,Industrials,Major Chemicals
PCTTW,Industrials,Major Chemicals
PCTY,Technology,Computer Software: Prepackaged Software
PCVX,Health Care,Biotechnology: Pharmaceutical Preparations
PCYO,Utilities,Water Supply
PD,Technology,Computer Software: Prepackaged Software
PDD,Technology,EDP Services
PDEX,Health Care,Medical/Dental Instruments
PDFS,Technology,Computer Software: Prepackaged Software
PDI,Finance,Trusts Except Educational Religious and Charitable
PDLB,Finance,Savings Institutions
PDM,Real Estate,Building operators
PDO,Finance,Trusts Except Educational Religious and Charitable
PDS,Energy,Oil & Gas Production
PDX,Finance,Finance/Investors Services
PDYN,Technology,Computer Software: Prepackaged Software
PEB,Real Estate,Real Estate Investment Trusts
PEBK,Finance,Major Banks
PEBO,Finance,Major Banks
PECO,Real Estate,Real Estate Investment Trusts
PED,Energy,Oil & Gas Production
PEG,Utilities,Power Generation
PEGA,Technology,EDP Services
PEN,Health Care,Medical/Dental Instruments
PENG,Technology,Semiconductors
PENN,Consumer Discretionary,Hotels/Resorts
PEP,Consumer Staples,Beverages (Production/Distribution)
PEPG,Health Care,Biotechnology: Pharmaceutical Preparations
PERF,Technology,Computer Software: Prepackaged Software
PERI,Technology,EDP Services
PESI,Industrials,Environmental Services
PETS,Consumer Staples,Retail-Drug Stores and Proprietary Stores
PEW,Consumer Discretionary,Other Specialty Stores
PFBC,Finance,Major Banks
PFE,Health Care,Biotechnology: Pharmaceutical Preparations
PFG,Finance,Accident &Health Insurance
PFGC,Consumer Discretionary,Food Distributors
PFH,Finance,Life Insurance
PFIS,Finance,Major Banks
PFLT,Finance,Finance: Consumer Services
PFS,Finance,Savings Institutions
PFSI,Finance,Finance: Consumer Services
PFX,Finance,Finance: Consumer Services
PG,Consumer Discretionary,Package Goods/Cosmetics
PGC,Finance,Commercial Banks
PGEN,Health Care,Biotechnology: Pharmaceutical Preparations
PGNY,Health Care,Misc Health and Biotechnology Services
PGR,Finance,Property-Casualty Insurers
PGRE,Real Estate,Real Estate Investment Trusts
PGY,Finance,Finance: Consumer Services
PH,Industrials,Metal Fabrications
PHAR,Health Care,Biotechnology: Pharmaceutical Preparations
PHAT,Health Care,Biotechnology: Pharmaceutical Preparations
PHG,Health Care,Medical Electronics
PHI,Telecommunications,Telecommunications Equipment
PHIN,Consumer Discretionary,Auto Parts:O.E.M.
PHLT,Consumer Discretionary,Other Consumer Services
PHM,Consumer Discretionary,Homebuilding
PHOE,Consumer Discretionary,Engineering & Construction
PHR,Real Estate,Real Estate
PHUN,Technology,EDP Services
PHVS,Health Care,Biotechnology: Pharmaceutical Preparations
PI,Technology,Industrial Machinery/Components
PII,Consumer Discretionary,Industrial Specialties
PIII,Health Care,Medical/Nursing Services
PIM,Finance,Finance Companies
PINC,Consumer Discretionary,Other Consumer Services
PINE,Real Estate,Real Estate Investment Trusts
PINS,Technology,Computer Software: Programming Data Processing
PIPR,Finance,Investment Bankers/Brokers/Service
